Frequency (Hz)	Level (dB)
18879.235840	-101.586746
18884.619141	-108.295113
18890.002441	-99.877914
18895.385742	-95.146881
18900.769043	-94.589699
18906.152344	-96.582695
18911.535645	-99.649727
18916.918945	-105.290932
18922.302246	-100.782127
18927.685547	-100.020027
18933.068848	-99.686569
18938.452148	-97.898186
18943.835449	-96.366623
18949.218750	-97.433571
18954.602051	-101.162750
18959.985352	-99.028969
18965.368652	-97.060051
18970.751953	-98.664093
18976.135254	-100.229584
18981.518555	-98.545509
18986.901855	-96.588394
18992.285156	-95.453262
18997.668457	-95.053307
19003.051758	-96.498398
19008.435059	-97.788605
19013.818359	-95.364380
19019.201660	-93.899811
19024.584961	-94.545441
19029.968262	-96.232925
19035.351562	-96.943504
19040.734863	-95.977318
19046.118164	-94.825371
19051.501465	-95.622398
19056.884766	-100.321648
19062.268066	-96.613670
19067.651367	-93.330833
19073.034668	-94.425308
19078.417969	-98.172401
19083.801270	-98.739075
19089.184570	-96.548302
19094.567871	-95.896255
19099.951172	-95.544289
19105.334473	-94.076660
19110.717773	-94.160301
19116.101074	-96.867271
19121.484375	-99.532417
19126.867676	-100.221748
19132.250977	-101.601295
19137.634277	-100.719368
19143.017578	-96.041489
19148.400879	-92.106911
19153.784180	-90.661018
19159.167480	-91.133118
19164.550781	-93.100006
19169.934082	-94.902702
19175.317383	-94.128410
19180.700684	-95.683853
19186.083984	-98.620644
19191.467285	-96.441650
19196.850586	-96.031433
19202.233887	-98.938759
19207.617188	-100.707420
19213.000488	-95.448227
19218.383789	-94.819092
19223.767090	-99.042213
19229.150391	-103.193871
19234.533691	-96.649590
19239.916992	-95.011833
19245.300293	-95.613014
19250.683594	-97.171036
19256.066895	-99.435875
19261.450195	-100.430511
19266.833496	-97.716469
19272.216797	-92.795753
19277.600098	-89.827347
19282.983398	-89.575653
19288.366699	-92.480667
19293.750000	-96.589920
19299.133301	-95.756966
19304.516602	-96.326874
19309.899902	-94.798927
19315.283203	-92.413269
19320.666504	-91.062531
19326.049805	-91.575356
19331.433105	-95.163200
19336.816406	-97.196442
19342.199707	-97.014748
19347.583008	-95.394806
19352.966309	-94.776512
19358.349609	-92.660141
19363.732910	-92.036324
19369.116211	-93.454979
19374.499512	-95.920769
19379.882812	-100.087990
19385.266113	-103.236404
19390.649414	-101.774185
19396.032715	-95.256973
19401.416016	-91.720619
19406.799316	-91.012100
19412.182617	-91.910538
19417.565918	-92.968681
19422.949219	-94.285866
19428.332520	-97.617340
19433.715820	-97.345917
19439.099121	-94.197685
19444.482422	-93.533585
19449.865723	-94.382156
19455.249023	-96.283394
19460.632324	-98.093834
19466.015625	-101.391312
19471.398926	-101.756432
19476.782227	-102.050827
19482.165527	-99.261703
19487.548828	-96.744202
19492.932129	-97.265114
19498.315430	-98.617577
19503.698730	-99.155304
19509.082031	-99.688324
19514.465332	-99.378136
19519.848633	-94.793869
19525.231934	-91.594078
19530.615234	-90.964638
19535.998535	-91.764427
19541.381836	-92.718689
19546.765137	-94.197952
19552.148438	-97.085655
19557.531738	-98.850197
19562.915039	-97.414467
19568.298340	-96.441902
19573.681641	-96.622490
19579.064941	-97.396317
19584.448242	-97.781448
19589.831543	-98.985626
19595.214844	-100.379959
19600.598145	-101.862129
19605.981445	-101.786674
19611.364746	-99.291885
19616.748047	-100.992058
19622.131348	-105.090744
19627.514648	-101.781097
19632.897949	-100.380959
19638.281250	-100.254265
19643.664551	-96.284073
19649.047852	-92.911606
19654.431152	-92.216927
19659.814453	-93.661621
19665.197754	-95.906769
19670.581055	-98.280930
19675.964355	-102.990997
19681.347656	-105.620773
19686.730957	-99.788559
19692.114258	-98.630310
19697.497559	-100.120354
19702.880859	-101.006523
19708.264160	-99.485489
19713.647461	-99.524025
19719.030762	-101.611473
19724.414062	-102.852814
19729.797363	-103.613083
19735.180664	-101.242188
19740.563965	-100.901909
19745.947266	-106.618851
19751.330566	-109.175995
19756.713867	-103.115112
19762.097168	-103.097977
19767.480469	-103.190598
19772.863770	-99.479630
19778.247070	-98.136070
19783.630371	-98.859650
19789.013672	-101.370979
19794.396973	-105.745491
19799.780273	-104.469795
19805.163574	-103.066826
19810.546875	-101.905685
19815.930176	-101.419395
19821.313477	-103.629967
19826.696777	-105.769676
19832.080078	-104.822662
19837.463379	-103.415268
19842.846680	-102.118408
19848.229980	-103.227745
19853.613281	-108.884605
19858.996582	-108.773300
19864.379883	-103.268845
19869.763184	-102.628677
19875.146484	-103.618324
19880.529785	-103.459694
19885.913086	-102.945915
19891.296387	-103.929497
19896.679688	-102.770393
19902.062988	-100.080795
19907.446289	-98.328300
19912.829590	-98.355705
19918.212891	-101.790474
19923.596191	-109.471046
19928.979492	-109.469887
19934.362793	-106.930161
19939.746094	-104.342285
19945.129395	-106.573532
19950.512695	-111.027405
19955.895996	-104.265846
19961.279297	-100.430420
19966.662598	-98.875008
19972.045898	-99.325569
19977.429199	-102.106689
19982.812500	-106.698174
19988.195801	-105.000366
19993.579102	-101.913826
19998.962402	-101.791885
20004.345703	-102.651291
20009.729004	-102.917099
20015.112305	-104.091927
20020.495605	-104.899429
20025.878906	-103.790421
20031.262207	-102.857193
20036.645508	-101.466209
20042.028809	-101.535828
20047.412109	-105.790245
20052.795410	-116.684921
20058.178711	-114.253494
20063.562012	-110.493187
20068.945312	-111.083427
20074.328613	-114.637421
20079.711914	-109.438034
20085.095215	-102.628258
20090.478516	-99.930183
20095.861816	-99.667465
20101.245117	-100.517136
20106.628418	-101.497871
20112.011719	-103.584206
20117.395020	-108.296936
20122.778320	-111.151970
20128.161621	-110.507668
20133.544922	-106.367477
20138.928223	-104.854561
20144.311523	-105.841949
20149.694824	-105.800049
20155.078125	-107.399910
20160.461426	-116.679985
20165.844727	-110.209290
20171.228027	-108.126480
20176.611328	-108.819489
20181.994629	-109.186630
20187.377930	-111.509956
20192.761230	-112.539078
20198.144531	-110.927727
20203.527832	-107.558075
20208.911133	-104.567780
20214.294434	-102.252052
20219.677734	-101.902718
20225.061035	-103.268250
20230.444336	-105.752350
20235.827637	-110.128204
20241.210938	-115.919968
20246.594238	-113.624031
20251.977539	-115.846703
20257.360840	-117.550537
20262.744141	-110.582298
20268.127441	-108.787025
20273.510742	-107.120247
20278.894043	-106.555870
20284.277344	-110.267632
20289.660645	-113.727524
20295.043945	-111.000397
20300.427246	-108.701286
20305.810547	-107.228447
20311.193848	-107.542564
20316.577148	-107.309425
20321.960449	-107.948380
20327.343750	-108.253822
20332.727051	-106.971748
20338.110352	-104.782318
20343.493652	-103.761147
20348.876953	-104.219841
20354.260254	-105.518471
20359.643555	-107.475754
20365.026855	-110.538673
20370.410156	-114.188858
20375.793457	-117.091873
20381.176758	-121.957626
20386.560059	-116.949150
20391.943359	-113.385033
20397.326660	-112.471878
20402.709961	-110.958069
20408.093262	-112.470268
20413.476562	-115.450516
20418.859863	-112.288521
20424.243164	-109.962090
20429.626465	-108.700531
20435.009766	-107.842125
20440.393066	-107.022942
20445.776367	-106.969444
20451.159668	-107.889809
20456.542969	-108.312569
20461.926270	-107.251328
20467.309570	-106.011940
20472.692871	-106.397995
20478.076172	-108.331757
20483.459473	-110.002495
20488.842773	-110.562805
20494.226074	-110.843933
20499.609375	-112.433311
20504.992676	-115.018555
20510.375977	-115.939171
20515.759277	-115.669838
20521.142578	-113.230072
20526.525879	-111.911957
20531.909180	-112.783241
20537.292480	-114.999763
20542.675781	-118.678322
20548.059082	-119.728981
20553.442383	-116.355209
20558.825684	-114.819252
20564.208984	-111.847702
20569.592285	-109.561020
20574.975586	-109.284119
20580.358887	-110.425163
20585.742188	-112.529007
20591.125488	-110.705757
20596.508789	-109.265213
20601.892090	-110.628693
20607.275391	-114.703644
20612.658691	-117.773880
20618.041992	-111.120209
20623.425293	-109.331261
20628.808594	-111.221725
20634.191895	-112.458817
20639.575195	-110.472290
20644.958496	-110.206177
20650.341797	-112.813950
20655.725098	-117.781586
20661.108398	-117.378204
20666.491699	-115.438736
20671.875000	-113.649841
20677.258301	-111.569046
20682.641602	-111.691132
20688.024902	-112.563080
20693.408203	-110.447914
20698.791504	-108.840584
20704.174805	-109.573265
20709.558105	-113.926598
20714.941406	-114.386559
20720.324707	-109.815544
20725.708008	-108.529739
20731.091309	-109.731682
20736.474609	-113.247887
20741.857910	-113.584579
20747.241211	-111.408745
20752.624512	-111.345215
20758.007812	-113.321594
20763.391113	-115.653793
20768.774414	-115.243378
20774.157715	-114.568085
20779.541016	-115.034546
20784.924316	-114.766472
20790.307617	-115.110336
20795.690918	-117.198975
20801.074219	-116.409912
20806.457520	-114.497955
20811.840820	-114.579483
20817.224121	-114.090912
20822.607422	-113.684807
20827.990723	-115.602425
20833.374023	-120.768616
20838.757324	-120.391068
20844.140625	-115.034859
20849.523926	-113.285004
20854.907227	-113.172440
20860.290527	-115.175232
20865.673828	-117.883263
20871.057129	-113.985977
20876.440430	-111.713715
20881.823730	-112.482788
20887.207031	-114.925339
20892.590332	-115.031982
20897.973633	-114.829079
20903.356934	-116.827324
20908.740234	-119.347588
20914.123535	-119.325401
20919.506836	-119.460289
20924.890137	-121.150909
20930.273438	-119.715942
20935.656738	-117.942505
20941.040039	-117.110252
20946.423340	-117.073265
20951.806641	-118.959381
20957.189941	-123.938950
20962.573242	-132.503540
20967.956543	-125.537910
20973.339844	-122.016434
20978.723145	-123.256393
20984.106445	-126.626312
20989.489746	-125.306541
20994.873047	-121.470894
21000.256348	-120.050644
21005.639648	-120.999733
21011.022949	-123.034348
21016.406250	-122.873924
21021.789551	-122.862587
21027.172852	-125.906990
21032.556152	-130.954346
21037.939453	-131.311371
21043.322754	-129.414902
21048.706055	-129.146332
21054.089355	-127.054367
21059.472656	-125.033516
21064.855957	-124.279343
21070.239258	-124.135033
21075.622559	-125.665680
21081.005859	-130.167282
21086.389160	-133.668060
21091.772461	-131.405228
21097.155762	-128.456268
21102.539062	-129.010315
21107.922363	-132.358429
21113.305664	-132.111328
21118.688965	-129.225311
21124.072266	-126.624489
21129.455566	-126.713234
21134.838867	-128.961746
21140.222168	-129.989929
21145.605469	-130.447784
21150.988770	-132.747406
21156.372070	-132.797424
21161.755371	-134.412430
21167.138672	-135.155807
21172.521973	-134.586578
21177.905273	-133.672562
21183.288574	-132.915436
21188.671875	-131.677322
21194.055176	-131.559479
21199.438477	-132.939728
21204.821777	-136.885666
21210.205078	-141.256210
21215.588379	-137.562790
21220.971680	-131.328003
21226.354980	-130.564804
21231.738281	-133.220901
21237.121582	-133.884552
21242.504883	-133.018448
21247.888184	-132.234283
21253.271484	-130.491592
21258.654785	-130.612762
21264.038086	-132.318771
21269.421387	-134.682770
21274.804688	-134.277390
21280.187988	-133.349411
21285.571289	-133.940933
21290.954590	-135.680893
21296.337891	-136.208145
21301.721191	-136.771774
21307.104492	-134.418701
21312.487793	-132.708694
21317.871094	-132.925247
21323.254395	-135.856644
21328.637695	-140.661621
21334.020996	-146.465057
21339.404297	-147.244995
21344.787598	-139.721252
21350.170898	-136.664780
21355.554199	-138.027084
21360.937500	-139.416290
21366.320801	-139.464691
21371.704102	-140.936401
21377.087402	-138.311539
21382.470703	-135.994308
21387.854004	-138.170502
21393.237305	-142.041199
21398.620605	-139.442780
21404.003906	-138.256165
21409.387207	-139.215973
21414.770508	-142.162643
21420.153809	-143.814941
21425.537109	-144.154037
21430.920410	-138.286560
21436.303711	-136.375000
21441.687012	-136.250305
21447.070312	-139.621933
21452.453613	-143.179245
21457.836914	-147.446411
21463.220215	-149.687744
21468.603516	-150.753006
21473.986816	-146.123505
21479.370117	-147.097092
21484.753418	-148.552353
21490.136719	-151.230438
21495.520020	-149.544250
21500.903320	-151.220963
21506.286621	-148.757080
21511.669922	-148.619781
21517.053223	-150.931503
21522.436523	-153.570602
21527.819824	-148.579834
21533.203125	-148.950012
21538.586426	-148.263123
21543.969727	-151.205795
21549.353027	-148.960144
21554.736328	-149.743378
21560.119629	-147.634171
21565.502930	-149.436371
21570.886230	-149.950241
21576.269531	-154.555115
21581.652832	-157.459671
21587.036133	-158.113129
21592.419434	-160.469055
21597.802734	-165.521515
21603.186035	-155.962204
21608.569336	-160.999069
21613.952637	-159.789948
21619.335938	-158.287033
21624.719238	-161.022980
21630.102539	-160.977081
21635.485840	-156.993057
21640.869141	-163.054367
21646.252441	-159.421265
21651.635742	-161.457138
21657.019043	-160.149368
21662.402344	-159.864487
21667.785645	-160.582642
21673.168945	-160.911514
21678.552246	-159.593628
21683.935547	-157.512024
21689.318848	-159.382690
21694.702148	-159.197784
21700.085449	-161.402817
21705.468750	-162.886139
21710.852051	-161.045746
21716.235352	-165.966995
21721.618652	-161.607239
21727.001953	-163.872528
21732.385254	-162.740952
21737.768555	-164.195908
21743.151855	-163.669800
21748.535156	-164.829422
21753.918457	-161.478836
21759.301758	-164.343094
21764.685059	-161.930115
21770.068359	-163.885941
21775.451660	-163.073929
21780.834961	-165.090057
21786.218262	-159.859894
21791.601562	-160.157303
21796.984863	-158.171524
21802.368164	-156.370941
21807.751465	-161.824814
21813.134766	-156.930908
21818.518066	-169.754089
21823.901367	-159.131088
21829.284668	-170.277374
21834.667969	-160.810013
21840.051270	-168.864578
21845.434570	-161.789825
21850.817871	-167.501999
21856.201172	-161.192123
21861.584473	-168.125473
21866.967773	-161.663147
21872.351074	-168.118744
21877.734375	-160.943237
21883.117676	-169.968170
21888.500977	-159.873657
21893.884277	-169.349838
21899.267578	-158.381958
21904.650879	-165.164963
21910.034180	-155.038467
21915.417480	-156.843170
21920.800781	-150.272095
21926.184082	-150.822571
21931.567383	-153.891953
21936.950684	-153.646210
21942.333984	-163.033951
21947.717285	-157.594604
21953.100586	-170.906677
21958.483887	-159.593689
21963.867188	-170.805786
21969.250488	-160.724762
21974.633789	-168.797821
21980.017090	-161.417007
21985.400391	-169.622269
21990.783691	-161.831146
21996.166992	-169.563858
22001.550293	-160.922058
22006.933594	-169.150192
22012.316895	-161.668930
22017.700195	-168.486938
22023.083496	-162.105057
22028.466797	-167.946869
22033.850098	-161.624008
22039.233398	-167.823502
22044.616699	-162.402802
